publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	International journal of difference equations	0973-6069	0974-1828	2019	14		2022	17				container_hrlaobamerailnv7mjcgb3jz3y	fulltext		Department of Mathematics and Statistics, Missouri University of Science and Technology	0973-6069
serial	Dev Sanskriti Interdisciplinary International Journal	2279-0578	2582-4589	2013	11		2022	20				container_3bazxtmuqze57d2vy4tfervdtq	fulltext		Dev Sanskriti Vishwavidyalaya	2279-0578
serial	Revista Española de Antropología Americana	0556-6533	1988-2718	1972	7		2022	52				container_7qfs4kv7rjdlvdz6nqwbvgtcke	fulltext		Universidad Complutense de Madrid	0556-6533
serial	Visible Language	0022-2224		2016	50		2022	56				container_usmjimr2kzhqdmq6rqop37wxfy	fulltext		College of Design, Architecture, Art, and Planning, University of Cincinnati	0022-2224
serial	Organizações Rurais e Agroindustriais	1517-3879	2238-6890	2016	18		2022	24				container_6l3zhzhunnaahf3ezwpcfjhhcm	fulltext		ANPAD	1517-3879
serial	The Journal of School and University Medicine	2392-8344	2392-8875	2021	8		2022	9				container_fytoeqcumjegjdqjjp34ch3hiy	fulltext		The Journal of School and University Medicine	2392-8344
serial	Proceedings of Tomsk State University of Control Systems and Radioelectronics	1818-0442		2016	19		2021	24				container_yfppppj72nhxpk6zlue35rny6e	fulltext		Tomsk State University of Control Systems and Radioelectronics (TUSUR)	1818-0442
serial	Pravni Vjesnik	0352-5317	1849-0840	2017	33		2021	37				container_5dm2tmhsgzgvxanfz7if3lymsu	fulltext		Faculty of Law Josip Juraj Strossmayer University of Osijek	0352-5317
serial	Studia Politicae Universitatis Silesiensis (2009-)	1895-3492	2353-9747	2019	24		2022	33				container_augdhtxqabdung44t7eulppbtm	fulltext		Wydawnictwo Uniwersytetu Slaskiego ; CEEOL	1895-3492
serial	The Journal of Agricultural History		2433-0256	1975	1		1987	20				container_xlbggbm6zvep5puybafaeyu7h4	fulltext		J-STAGE	2433-0256
serial	Kvalita Inovácia Prosperita	1335-1745	1338-984X	2010	14		2020	24				container_tkxgnhhyfvdchlxdseyl7ptq2i	fulltext		Faculty of Materials, Metallurgy and Recycling	1335-1745
serial	International Journal of Modern Nonlinear Theory and Application	2167-9479	2167-9487	2012	1		2020	9				container_3s5lpdpg7rhi7e4jaelkod3mne	fulltext		Scientific Research Publishing, Inc	2167-9479
serial	O que nos faz pensar	0104-6675		2017	26		2021	29				container_5pwg4ecsvzeuxfndkowvaw2dki	fulltext		O Que Nos Faz Pensar	0104-6675
serial	E-Health Telecommunication Systems and Networks	2167-9517	2167-9525	2012	1		2020	9				container_kzox7hhahredhp4gsqacpu7gxe	fulltext		Scientific Research Publishing, Inc	2167-9517
serial	Silva Balcanica	1311-8706	1311-8706	2020	21		2021	22				container_loz4bbnexjdqvpnhnr2w6ny4oi	fulltext		Prof. Marin Drinov Academic Publishing House	1311-8706
serial	Case Reports in Critical Care	2090-6420	2090-6439	2011	2011		2022	2022				container_6eqfkzpmkre6fcko3wzvlfqcla	fulltext		Hindawi Limited	2090-6420
serial	Advances in Aerospace Science and Technology	2473-6708	2473-6724	2016	1		2020	5				container_t45snbfmxngfvoal5qizg4slmm	fulltext		Scientific Research Publishing, Inc	2473-6708
serial	Spine Surgery and Related Research		2432-261X	2017	1		2021	6				container_6qqfhrpdhndgngxvpmphzrg64u	fulltext		The Japanese Society for Spine Surgery and Related Research	2432-261X
serial	Journal of Mining and Earth Sciences	1859-1469	1859-1469	2020	61		2021	62				container_p56uuah2xzgvlmnnj5d6crspgu	fulltext		Hanoi University of Mining and Geology	1859-1469
serial	Neraca Keuangan	1858-2214	2654-7880	2018	13		2021	16				container_r3rvzfjhlzaspit74oy2jrzwhe	fulltext		LPPM Universitas Ibn Khaldun Bogor	1858-2214
serial	Animal Blood-Group Research Information		1884-3867	1983	1983		1992	1992				container_vfyav5ilpzaqfes46cjghnbi2e	fulltext		J-STAGE	1884-3867
serial	JPP (Jurnal Pendidikan dan Pembelajaran)	2302-996X	2580-2313	2018	24		2022	29				container_wehphbuoprhcbdpbmqu6vf2ovy	fulltext		Lembaga Pengembangan Pendidikan dan Pembelajaran, Universitas Negeri Malang	2302-996X
serial	Parkinson's Disease	2090-8083	2042-0080	2010	2010		2021	2021				container_ho44hu6idnfvhmsg63sv7jwk2i	fulltext		Hindawi Limited	2042-0080
serial	Korean journal of urology	2005-6737	2005-6745	2010	51		2013	54				container_tih2is4vtbh7dixdq4ecyuurxq	fulltext		Korean Urological Association	2005-6737
serial	Revista Ciencias Veterinarias	0250-5649	2215-4507	2016	33		2023	41				container_wpdrbvgzbvejhlgwdapj4jto2e	fulltext		Universidad Nacional de Costa Rica	0250-5649
serial	Journal of Oral Medicine and Oral Surgery		2608-1326	2018	24		2021	27				container_yhh2ia6ixnelpocb7bhnwvahma	fulltext		EDP Sciences	2608-1326
serial	Journal of the Iranian Statistical Society	1726-4057	2538-189X	2013	12		2021	20				container_ptxng5fjjbfjnneifg2hp2n66i	fulltext		Armenian Green Publishing Co	1726-4057
serial	KONVERGENSI	1858-0688	2721-0936	2016	12		2021	17				container_mrudswdlwfbxxa4ndg4izqrvde	fulltext		Universitas 17 Agustus 1945 Surabaya	1858-0688
serial	The Korean Journal of Urological Oncology	2234-4977	2233-5633	2017	15		2022	20				container_hgz3joed2vczlflcisimfsieia	fulltext		Korean Urological Oncology Society	2234-4977
serial	Anales Médicos de la Asociación Médica del Centro Médico ABC	0185-3252		2019	64		2021	66				container_j4x7kjlwnfe6jcu7ezbk7jeyvi	fulltext		GRAPHIMEDIC SA DE CV	0185-3252
serial	Journal of Environmental Analysis, Health and Toxicology	2672-0175	2672-1139	2019	22		2021	24				container_5b5bywyc65bejfvhfiqnsqdo4y	fulltext		Korea Society of Environmental Analysis	2672-0175
serial	Cadernos de Comunicação	1677-9061	2316-882X	2012	15		2022	26				container_u6yvxavr6zg6pdna4zjljshncy	fulltext		Universidade Federal de Santa Maria	1677-9061
serial	Tempo da ciência	1414-3089	1981-4798	2020	26		2021	28				container_zeet3sgjdnewjf5ywhxs2w6mi4	fulltext		Centro de Ciências Humanas e Sociais, Universidade Estadual do Oeste do Paraná	1414-3089
serial	International Journal of Chemical Engineering	1687-806X	1687-8078	2008	2008		2016	2016				container_25zwwln2nvglhm7j4y2zsxbtlq	fulltext		Hindawi Limited	1687-806X
serial	Koža i Obuća	0450-8726	1849-9767	2019	68		2022	71				container_5zjbpcpyu5gjfheowt3uurnat4	fulltext		Croatian Leather and Footwear Society	0450-8726
serial	Journal of Health Informatics and Statistics	2465-8014	2465-8022	2016	41		2022	47				container_vbissyp3r5d3rjwc45x76fqkzy	fulltext		The Korean Society of Health Informatics and Statistics	2465-8014
serial	Journal of Mathematical Finance	2162-2434	2162-2442	2011	1		2019	9				container_wlb6bpizwbfsddvzelbv6i3eti	fulltext		Scientific Research Publishing, Inc	2162-2442
serial	Polish Journal of Sport and Tourism	1899-1998	2082-8799	2011	18		2019	26				container_3oegq2ln2fdulfwimlwnf26w24	fulltext		De Gruyter Open Sp. z o.o.	1899-1998
serial	South East European Journal of Economics and Business	1840-118X	2233-1999	2013	10		2021	16				container_hub6qdxwyfeynnglkji36khe6y	fulltext		Sciendo	2233-1999
serial	Revista de cirugía	2452-4557	2452-4549	2020	72		2022	74				container_qsrwsfep5belhfwyzx5oixmdoe	fulltext		SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica (CONICYT)	2452-4549
serial	Open Journal of Nephrology	2164-2842	2164-2869	2011	1		2019	9				container_5xhxbwbeozbwbdn5syb4yegitu	fulltext		Scientific Research Publishing, Inc	2164-2869
serial	Vodohospodářské technicko-ekonomické informace	0322-8916	1805-6555	2016	58		2020	62				container_2u5qhnkfivcixc4kawo2tfdjta	fulltext		Vyzkumny ustav vodohospodarsky T. G. Masaryka, v. v. i.	0322-8916
serial	Teología. Revista de la Facultad de Teología de la Pontificia Universidad Católica Argentina	0328-1396		2020	49		2021	58				container_ird5hyvgmfdt7gtwdjzlfhqd5q	fulltext		Facultad de Teología de la Pontificia Universidad Católica Argentina	0328-1396
serial	Shakaika kenkyu	0289-856X	2432-9142	1953	1		2015	93				container_kdqfry2r4bb6dngemmyutyxr6q	fulltext		Japanese Educational Research Association for the Social Studies	0289-856X
serial	International Journal of Otolaryngology and Head & Neck Surgery	2168-5452	2168-5460	2012	1		2019	8				container_zodxhm6shbg23fveccy6t5j2bm	fulltext		Scientific Research Publishing, Inc	2168-5452
serial	Revista Interface Tecnológica	1807-3980	2447-0864	2017	14		2021	18				container_5wxcoa4hzndt7mesvj37ujr3ui	fulltext		Interface Tecnologica	1807-3980
serial	Філософія освіти	2309-1606	2616-7662	2016	18		2023	28				container_t46thudqwvgkxnem3rxvp5ujpm	fulltext		Institute of Higher Education NAES of Ukraine	2309-1606
serial	Archives of Plastic Surgery	2234-6163	2234-6171	2017	44		2019	46				container_p2gxdl2bzvb75ke7kylyslkura	fulltext		Korean Society of Plastic and Reconstructive Surgeons	2234-6163
serial	International Journal of Reproductive Medicine	2356-7104	2314-5757	2013	2013		2021	2021				container_fjuyfz6dxjbmhjyb3chehqns2e	fulltext		Hindawi Limited	2314-5757
serial	Croatian Journal of Infection	1331-2820	1848-7769	2020	39		2021	40				container_zsjhufmtznduro25rsqjrs2p3q	fulltext		Hrvatsko Drustvo Infektologa Hrvatskog Lijecnickog Zbora	1331-2820
serial	World Journal of Neuroscience	2162-2000	2162-2019	2011	1		2019	9				container_z4x7g4smcjc7dfhpj7wqejn7d4	fulltext		Scientific Research Publishing, Inc	2162-2019
serial	Open Journal of Civil Engineering	2164-3164	2164-3172	2011	1		2019	9				container_e34hozwgsbcb7p6m36foozrla4	fulltext		Scientific Research Publishing, Inc	2164-3172
serial	Journal of Aging Research	2090-2204	2090-2212	2010	2010		2021	2021				container_jwmjzdp4hfd5fkkrab62c5a354	fulltext		Hindawi Limited	2090-2204
serial	Ciência & Trópico	0304-2685	2526-9372	2019	43		2022	46				container_5wbpkktvxnf2pet2tgizjypvni	fulltext		Fundacao Joaquim Nabuco	0304-2685
serial	Neuroscience & Medicine	2158-2912	2158-2947	2010	1		2019	10				container_d7fgx6c4crfpni2pntzymiroeu	fulltext		Scientific Research Publishing, Inc	2158-2912
serial	Foldtani Kozlony	0015-542X	2559-902X	2017	147		2021	151				container_dl5nfk3v7fgqndp4efo6syjk2m	fulltext		Foldtani Kozlony	0015-542X
serial	Sosio e-kons	2085-2266	2502-5449	2018	10		2021	13				container_ylsebyluhngt7ebxqvxwizzyry	fulltext		Universitas Indraprasta PGRI	2085-2266
serial	International Journal of Food Science	2356-7015	2314-5765	2013	2013		2021	2021				container_enl7omwa7vfytdcyetw4uy3rru	fulltext		Hindawi Limited	2314-5765
serial	Form@re : Open Journal per la Formazione in Rete	1825-7321	1825-7321	2021	21		2022	22				container_eruynncg3bbu3b6gviotoko74y	fulltext		Firenze University Press	1825-7321
serial	International Journal of Dentistry	1687-8728	1687-8736	2009	2009		2021	2021				container_5btwxr3a4rcapei5rhom53dx6q	fulltext		Hindawi Limited	1687-8728
serial	Utrecht Journal of International and European Law	2053-5341	2053-5341	2010	26		2021	36				container_pxmcnhox7jdixhna7oyqnpn7ca	fulltext		Ubiquity Press, Ltd	2053-5341
serial	Magnetic Resonance		2699-0016	2020	1		2021	2				container_axzwqnywhzbclluw4y74l3jcpm	fulltext		Copernicus GmbH	2699-0016
serial	Advances in Urology	1687-6369	1687-6377	2008	2008		2020	2020				container_k6rf4axrqbeqnefzw7t3sff52i	fulltext		Hindawi Limited	1687-6369
serial	Journal of Nutrition and Metabolism	2090-0724	2090-0732	2010	2010		2021	2021				container_ytc4wwtq4vajteybo342yhkp6m	fulltext		Hindawi Limited	2090-0724
serial	Case Reports in Dermatological Medicine	2090-6463	2090-6471	2011	2011		2021	2021				container_fkkyopux4bb6bl2dpjmxkftfe4	fulltext		Hindawi Limited	2090-6463
serial	Pedagogy of Physical Culture and Sports		2664-9837	2020	24		2021	25				container_cxdprlvi2vehtfmtqjg3jq6eza	fulltext		Kharkov National Pedagogical University	2664-9837
serial	Case Reports in Transplantation	2090-6943	2090-6951	2011	2011		2023	2023				container_jrrtioara5bb7mulcit3nvbcgi	fulltext		Hindawi Limited	2090-6951
serial	Timişoara Medical Journal	1583-5251	1583-526X	2020	2020		2021	2021				container_jcrnwddqfnffdmwb2kk5qjajim	fulltext		Journal and Article Management System	1583-5251
serial	Tekstilec	0351-3386	2350-3696	2013	56		2022	65				container_jmixx76g3bheji3yfjprvvzveu	fulltext		University of Ljubljana, Faculty for Natural Sciences and Engineering	0351-3386
serial	Atmospheric and Climate Sciences	2160-0414	2160-0422	2011	1		2019	9				container_ustgghtb5bc6bk7sj5exdij4xa	fulltext		Scientific Research Publishing, Inc	2160-0422
serial	Horizontes Pedagógicos	0123-8264	2500-705X	2019	21		2020	22				container_jagvosesc5hfxiuho6qi6d24zi	fulltext		Corporacion Universitaria Iberoamericana	0123-8264
serial	Journal of Neurological Surgery Reports	2193-6358	2193-6366	2012	73		2021	82				container_dlsewdqgyvg6hibsb7erdhredm	fulltext		Georg Thieme Verlag KG	2193-6358
serial	The Korean Journal of Aerospace and Environmental Medicine	1738-2548	2713-9972	2020	30		2022	32				container_2t6h2tijqzeivpmvsbrbq2zzw4	fulltext		Aerospace Medical Association of Korea	1738-2548
serial	Medicina Crítica	2448-8909		2019	33		2021	35				container_sehqyjwbmbe5tcwq6rcpo7r5tu	fulltext		GRAPHIMEDIC SA DE CV	2448-8909
serial	Seuteureseu Yeon-gu	1225-665X	2234-1668	2014	22		2021	29				container_rxozxaugnbaevazc4x4bq7zebm	fulltext		Korean Society of Stress Medicine	1225-665X
serial	SIMAK	1693-5047	2621-0320	2018	16		2021	19				container_soh54dfxtfbuplspcez4thpb5a	fulltext		Universitas Atma Jaya Makassar	1693-5047
serial	Journal of Applied Membrane Science & Technology		2600-9226	2020	24		2021	25				container_v3sh4db4wzcxdpgwnzw6irnf5q	fulltext		Penerbit UTM Press	2600-9226
serial	Structure and Environment	2081-1500	2657-6902	2019	11		2022	14				container_2xnuo5cx4vhwnpfcqwo5e3nxne	fulltext		Kielce University of Technology	2081-1500
serial	Sains Malaysiana	0126-6039	0126-6039	2014	43		2015	44				container_j7jthqydjvevzjnbcyft3nmu7m	fulltext		Penerbit Universiti Kebangsaan Malaysia (UKM Press)	0126-6039
serial	The Medical and Ecological Problems	2073-4662	2519-2302	2018	22		2022	26				container_wx2cqfm5e5c3tcscpnrfenicjm	fulltext		Ukrainian Medical  Stomatological Academy	2073-4662
serial	Jurnal Manajemen (Fakultas Ekonomi Universitas Katolik Indonesia Atma Jaya Jakarta)	1829-6211	2597-4106	2013	10		2022	19				container_r7wkwqfcwrgnzcovtpiujim4ri	fulltext		Atma Jaya Catholic University of Indonesia	1829-6211
serial	Warszawskie studia teologiczne	0209-3782	2719-7530	2019	32		2020	33				container_ayokonqym5ccdmovik7apeccse	fulltext		Sekcja św. Jana Chrzciciela , Papieski Wydział Teologiczny	0209-3782
serial	Revista de Economia e Sociologia Rural	0103-2003	1806-9479	2004	42		2021	60				container_yy4tugyp6fdptcr2h7247oqsxa	fulltext		SciELO	0103-2003
serial	Convergências - Revista de Investigação e Ensino das Artes	1646-9054	1646-9054	2020	13		2022	15				container_rcabqfeiyvepxe3xf63dx56wxe	fulltext		Politécnico de Castelo Branco	1646-9054
serial	Revista Retratos da Escola	1982-131X	2238-4391	2016	10		2021	15				container_nv2w2bm2hrahnallra25aqv22q	fulltext		Confederacao Nacional dos Trabalhadores em Educacao (CNTE)	1982-131X
serial	Revista de Sociología de la Educación-RASE		2605-1923	2018	11		2023	16				container_5rxa77gbjncl5extqgaolvesza	fulltext		Universitat de Valencia	2605-1923
serial	Cancer Drug Resistance		2578-532X	2018	1		2021	4				container_emm2dhxjlrhp3dkwjxg6xoxsje	fulltext		OAE Publishing	2578-532X
serial	Gaceta Médica Espirituana	1608-8921	1608-8921	2013	15		2022	24				container_qr5rjpofjvfphmtg3ektglasoi	fulltext		SciELO	1608-8921
serial	Communications - Scientific letters of the University of Zilina	1335-4205	2585-7878	2018	20		2021	23				container_i2ghvqx32ngdddghxyfuojytte	fulltext		University of Zilina	2585-7878
serial	Open Journal of Orthopedics	2164-3008	2164-3016	2011	1		2019	9				container_tp6i3itqmncfxeywr2sywdiyqi	fulltext		Scientific Research Publishing, Inc	2164-3016
serial	Psychology	2152-7180	2152-7199	2010	1		2018	9				container_jxkgrvdwjfbf3iznpywuhrujsu	fulltext		Scientific Research Publishing, Inc	2152-7180
serial	Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S	1898-6196	2084-4549	2012	19		2019	26				container_jqocmjunszgdngibmjtr6eklnq	fulltext		De Gruyter Open Sp. z o.o.	1898-6196
serial	Advances in Lung Cancer	2169-2718	2169-2726	2012	1		2019	8				container_ohyj6atgcbhfffrhtqy6p4kgiu	fulltext		Scientific Research Publishing, Inc	2169-2726
serial	Revista Cimexus	1870-6479	2007-9206	2018	13		2020	15				container_rfog3fljebdv3dsdkxejg4fzle	fulltext		Instituto de Investigaciones Economicas y Empresariales	1870-6479
serial	RYODORAKU	0913-0942	1884-9245	1960	1960		1968	1968				container_fh2w2w6yovaehh5fxrby23v2oe	fulltext		The Japanese Society of Ryodoraku Medicine	0913-0942
serial	Journal of Japan Oil Chemists Society	1341-8327	1884-2003	1996	45		1997	46				container_ebvc4f5chfcnpmqjcp3ffks7qa	fulltext		Japan Oil Chemists' Society	1341-8327
serial	Agropecuária Técnica	0100-7467	2525-8990	2017	38		2021	42				container_vqtr5jpvu5erbivo6pec3wr7s4	fulltext		Revista Agropecuraria Tecnica - AGROTEC	0100-7467
serial	Journal of Flow Control Measurement and Visualization	2329-3322	2329-3330	2013	1		2019	7				container_ne44al3wdreptl6eck3kyfctym	fulltext		Scientific Research Publishing, Inc	2329-3322
serial	Jurnal Kesehatan Prima	1978-1334	2460-8661	2018	11		2022	16				container_okilntjufjhpdiqhbduwzgl3i4	fulltext		Poltekkes Kemenkes Mataram	2460-8661
serial	Interação - Revista de Ensino, Pesquisa e Extensão	1517-848X	2446-9874	2019	21		2022	24				container_giqqp2sk4jak3ip4kstvjcktra	fulltext		Interacao	1517-848X
serial	Revista Mexicana de Pediatría	0035-0052		2019	86		2021	88				container_hm6fmak2vvfdhlonb3epqrdj2y	fulltext		GRAPHIMEDIC SA DE CV	0035-0052
serial	Forum Agribisnis	2252-5491	2656-4599	2020	10		2022	12				container_mwk3f6t2wjeejgcj33eudqkv4u	fulltext		Institut Pertanian Bogor	2252-5491
serial	Scientifica		2090-908X	2012	2012		2021	2021				container_cedcmxthe5fpfombkpxc34rleu	fulltext		Hindawi  (Scientifica)	2090-908X
serial	Journal of Petroleum Research and Studies	2220-5381	2710-1096	2017	10		2022	12				container_h3y5ngsplnhareaajfzrf6blwi	fulltext		Petroleum Research and Development Center (PRDC)	2220-5381
serial	Psychiatry Journal	2314-4327	2314-4335	2013	2013		2023	2023				container_ihrynnsh2jesbj4bp56oht6ilq	fulltext		Hindawi Limited	2314-4327
serial	TESLA Jurnal Teknik Elektro	1410-9735	2655-7967	2020	21		2022	24				container_o3pmhgwwwfdstae2su5mwvnhti	fulltext		Universitas Tarumanagara	1410-9735
serial	Journal of the New Economic Association	2221-2264		2017	30		2022	57				container_lcpylktwcngcfkdalm3b6ek4km	fulltext		Journal of New Economic Association	2221-2264
serial	Izvestiya of the Samara Science Centre of the Russian Academy of Sciences. Social, Humanitarian, Medicobiological Sciences	2413-9645		2017	19		2023	25				container_eumi25epkrdfjl3koiu6ve2xu4	fulltext		Samara Federal research center of the Russian Academy of Sciences	2413-9645
serial	Odessa National University Herald. Economy	2304-0920	2664-696X	2019	24		2022	27				container_hj4r4l6gffg7xoik3foejivjxi	fulltext		Publishing House Helvetica	2304-0920
serial	TRANSFORMASI Jurnal Pengabdian Masyarakat	1858-3571	2580-9628	2016	12		2022	18				container_bqqwgu45e5bg5bhn4i2glrfjrm	fulltext		State Islamic University (UIN) Mataram	1858-3571
serial	Revista ECO-Pós	0104-6160	2175-8689	2018	21		2021	24				container_b2ishpwk4jhonogu4xyoshxg3y	fulltext		Programa de Pós-Graduação em Comunicação e Cultura, Escola de Comunicação, Universidade Federal do Rio de Janeiro	2175-8689
serial	Revista Mexicana de Cirugía Bucal y Maxilofacial	2007-3178		2020	16		2021	17				container_gupugxwaszgvhdmqxynuibb2nu	fulltext		GRAPHIMEDIC SA DE CV	2007-3178
serial	European Science Editing	0258-3127	2518-3354	2016	42		2020	46				container_v7e4xabw4vdmzfubbafmayxeo4	fulltext		European Association of Science Editors	0258-3127
serial	Antinomies	2686-7206	2686-925X	2020	20		2021	21				container_l7i53qcskrcuzgk5zvw6ecr5qq	fulltext		Institute of Philosophy and Law, Ural Branch of the RAS	2686-925X
serial	Agri-Tek : jurnal penelitian ilmu-ilmu eksakta	1411-5336	2580-0035	2018	19		2021	22				container_6bhphd7mbnhqfoecjo5qlpv3ei	fulltext		LPPM Universitas Merdeka Madiun	1411-5336
serial	Jurnal Farmasi Indonesia	1693-8615	2302-4291	2017	14		2022	19				container_mzelx7dh3vagff33jkwyo2f6o4	fulltext		Universitas Setia Budi	1693-8615
serial	Linguagem em (Dis)curso	1518-7632	1982-4017	2008	10		2020	20				container_aij56im66zcyjnfh44prncihti	fulltext		SciELO	1518-7632
serial	BMJ Neurology Open		2632-6140	2019	1		2021	3				container_nvbpstyfpbbqzmz6j4p7awcble	fulltext		BMJ	2632-6140
serial	Journal of Agricultural Chemistry and Environment	2325-7458	2325-744X	2012	1		2018	7				container_ybcezk56h5a3jnjpqzx3ybvqku	fulltext		Scientific Research Publishing, Inc	2325-7458
serial	International Journal of Biomaterials	1687-8787	1687-8795	2009	2009		2021	2021				container_sufpipu3wzdydd526az4snbpbu	fulltext		Hindawi Limited	1687-8787
serial	Ekonomika	0350-137X	2334-9190	2015	61		2021	67				container_s5zzr25mf5dxpjx6qpwb64tzkm	fulltext		Centre for Evaluation in Education and Science	0350-137X
serial	Xibei Gongye Daxue Xuebao/Journal of Northwestern Polytechnical University	1000-2758	2609-7125	2018	36		2021	39				container_bukmlu4n5zhl7opy4h65io5fxq	fulltext		EDP Sciences	1000-2758
serial	Res Humanitariae	1822-7708	1822-7708	2014	17		2021	29				container_aesmgnrdxnct5eywgd7i6u6zti	fulltext		Klaipeda University Press	1822-7708
serial	Bulletin of Glaciological Research	1345-3807	1884-8044	2011	29		2023	41				container_qk6cgr5kpfcnzfpdxws5idg3ie	fulltext		Japanese Society of Snow and Ice	1345-3807
serial	Конденсированные среды и межфазные границы	1606-867X	2687-0711	2019	21		2021	23				container_lz3qjf2i5vhqhkhlqcc6rhoela	fulltext		Voronezh State University	1606-867X
serial	Acta Medica Bulgarica	0324-1750	0324-1750	2014	41		2020	47				container_jx73whkvcvgk7cxgddkntpixfq	fulltext		De Gruyter Open Sp. z o.o.	0324-1750
serial	Case Reports in Gastrointestinal Medicine	2090-6528	2090-6536	2011	2011		2021	2021				container_6yvqckosxzajzgwqbuapslhadm	fulltext		Hindawi Limited	2090-6536
serial	Journal of Neurogastroenterology and Motility	2093-0879	2093-0887	2020	26		2021	27				container_hnjmjp6r4vawda67mfxmvg45py	fulltext		The Korean Society of Neurogastroenterology and Motility (KAMJE)	2093-0879
serial	Advances in pharmacological and pharmaceutical sciences	2633-4682	2633-4690	2020	2020		2021	2021				container_wf7h3zvdrfhenhkvvxl33iniwa	fulltext		Hindawi Limited	2633-4690
serial	International Journal of Health Sciences and Research	2249-9571	2249-9571	2014	4		2021	11				container_nwawxihwy5d4vdc7fug2eudrym	fulltext		Baroda : Suman Chaurasia	2249-9571
serial	Studia Paedagogica	1803-7437	2336-4521	2018	23		2022	26				container_nnr6xv5hrfctdmlder7t7mabe4	fulltext		Masaryk University Press	1803-7437
serial	Cakrawala : jurnal humaniora Bina Sarana Informatika	1411-8629	2579-3314	2019	19		2022	22				container_mrip2j2ldvggrjhkskltufosre	fulltext		Universitas Bina Sarana Informatika	1411-8629
serial	Current Issues in Comparative Education		1523-1615	2021	23		2022	24				container_mtc7g6bnkzed3liiibigg7ssvy	fulltext		Teachers College	1523-1615
serial	Open Journal of Air Pollution	2169-2653	2169-2661	2012	1		2019	8				container_l4iiuog4kvc67dyj3mbvojug4a	fulltext		Scientific Research Publishing, Inc	2169-2661
serial	Revista Ciências Administrativas	1414-0896	2318-0722	2013	19		2022	28				container_25tlolxfbfffhneqpbelue7mfm	fulltext		Fundacao Edson Queiroz	1414-0896
serial	Revista de Economía, Facultad de Economía, Universidad Autónoma de Yucatán		2395-8715	2009	26		2021	38				container_qrmxxk2ucjcnbdvqralzsmfo6a	fulltext		Universidad Autonoma de Yucatan Facultad de Economia	2395-8715
serial	International Journal of Agriculture Environment and Bioresearch		2456-8643	2020	5		2021	6				container_leeld2cxlrcvxeuyfovy5cnhgu	fulltext		IJAEB Publication	2456-8643
serial	Radiology Research and Practice	2090-1941	2090-195X	2011	2011		2021	2021				container_a2gbnfcbbfgtlbe2k6pfn24ew4	fulltext		Hindawi Limited	2090-195X
serial	Advances in Preventive Medicine	2090-3480	2090-3499	2011	2011		2022	2022				container_e5qdwlbygbclndy72w5rliogzi	fulltext		Hindawi Limited	2090-3480
serial	Sønderjydske Årbøger	0106-4452	2445-7302	2018	129		2021	130				container_ulycwu7g6je6dajc7xc3odcngy	fulltext		Aarhus University Library	0106-4452
serial	Język a kultura	1232-9657		2017	26		2022	29				container_jxi4x7glr5honmdbi2x2ocjopm	fulltext		Towarzystwo Przyjaciól Polonistyki Wroclawskiej	1232-9657
serial	Open Journal of Clinical Diagnostics	2162-5816	2162-5824	2011	1		2019	9				container_rjvlceh76femjapc3hmj46hham	fulltext		Scientific Research Publishing, Inc	2162-5816
serial	Case Reports in Immunology	2090-6609	2090-6617	2011	2011		2021	2021				container_oubsqmv3ene6jpkie552qm5pdm	fulltext		Hindawi Limited	2090-6617
serial	Herpetozoa	1013-4425	2682-955X	2017	29		2021	34				container_j2njx43uzfdifhnksandmyuhgm	fulltext		Pensoft Publishers	1013-4425
serial	Cadernos Metrópole	1517-2422	2236-9996	2013	15		2020	22				container_ebq7baj6sbdadkuwku535v3xh4	fulltext		SciELO	1517-2422
serial	Romanian Journal of Pharmaceutical Practice	2066-5563	2069-6671	2013	10		2023	62				container_dyn76ovjfzccvdhoy37qhszd2e	fulltext		AMALTEA Medical Publishing House	2066-5563
serial	Journal of Entomological and Acarological Research	2038-324X	2279-7084	2011	43		2022	54				container_zj6tewhuabaxppyc5l75a6ofe4	fulltext		PAGEPress Publications	2038-324X
serial	Jurnal Bahasa, Sastra, dan Studi Amerika	1410-5411	2685-4503	2019	25		2021	27				container_hv5xz5cgvjhttekjrswe4qfake	fulltext		Universitas Sebelas Maret	1410-5411
serial	Maspari journal : marine science research	2087-0558		2020	12		2022	14				container_h6v2v2mt5vc4jp4pfmj4eprvjq	fulltext			2087-0558
serial	Agrosains	1411-5786	2655-7339	2019	21		2021	23				container_fgdag6pnzfd35lx6zwxa4vfg6i	fulltext		Sebelas Maret University, Faculty of Agriculture	1411-5786
serial	Paradigma Revista de investigación educativa	1817-4221	1817-4221	2014	20		2022	29				container_pkqlccxifzbengk2xtgn5jxqr4	fulltext		Latin America Journals Online	1817-4221
serial	Bangladesh Veterinarian	1012-5949	2224-7289	2011	26		2022	38				container_raykzytnjne3nems2vxwguwc5y	fulltext		Bangladesh Journals Online	1012-5949
