publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	oclc_number
Railway Gazette International 1934-1992	0373-5346		1934-01	60	1	1992-12	148	12	https://archive.org/details/pub_railway-gazette-international		pub_railway-gazette-international		fulltext		DVV Media UK Limited	serial								F	2246087
Railway Locomotives and Cars 1832-1974	0033-8915		1832-01	1	1	1974-12	148	8	https://archive.org/details/pub_railway-locomotives-and-cars		pub_railway-locomotives-and-cars		fulltext		Simmons Boardman Publ Corp	serial								F	473767093
Railway Magazine 1974-1990	0033-8923		1974-01	120	873	1990-12	136	1076	https://archive.org/details/pub_railway-magazine		pub_railway-magazine		fulltext		Prospect Magazines	serial								F	2254878
Railway Track & Structures 1905-2013	0033-9016		1905-04	1	1	2013-12	109	12	https://archive.org/details/pub_railway-track-structures		pub_railway-track-structures		fulltext		Simmons-Boardman Publishing Corporation	serial								F	1021313268
Raising Cain			1971-11			1973-06			https://archive.org/details/pub_raising-cain		pub_raising-cain		fulltext		Washington Area Women’s Center	serial								F	39213107
Raksti - Latvijas Lauksaimniecības Universitāte = Proceedings of the Latvia University of Agriculture	1407-4427		1977-01			1977-01			https://archive.org/details/pub_raksti-llu		pub_raksti-llu		fulltext		Latvijas Lauksaimniecības universitāte	serial								F	21021553
Rama Pipien; The Peoplesmedia Digest 1973	0048-6698		1973-05	3	2	1973-05	3	2	https://archive.org/details/pub_rama-pipien-the-peoplesmedia-digest		pub_rama-pipien-the-peoplesmedia-digest		fulltext		NAP Title Bucket	serial								F	15047222
RAMBI : Index of Articles on Jewish Studies	0073-5817		1966-01		1	2000-01	50		https://archive.org/details/pub_rambi-index-of-articles-on-jewish-studies		pub_rambi-index-of-articles-on-jewish-studies		fulltext		Jewish National and University Library	serial								F	10166775
Rambler 1750-1752			1750-03	1	1-54	1751-09	4	160-208	https://archive.org/details/pub_rambler		pub_rambler		fulltext		Out-of-copyright	serial								F	
Rambler; A Catholic Journal and Review of Home and Foreign Literature 1848-1862			1848-01	1	1	1862-05	6	Part XIX	https://archive.org/details/pub_rambler-a-catholic-journal-and-review		pub_rambler-a-catholic-journal-and-review		fulltext		Open Court Publishing Co	serial								F	
Ramblers' Magazine, and New York Theatrical Register 1809-1810			1809-01	1-2		1809-01	1-2		https://archive.org/details/pub_ramblers-magazine-and-new-york-theatrical-register		pub_ramblers-magazine-and-new-york-theatrical-register		fulltext		Open Court Publishing Co	serial								F	
Ramparts 1962-1975	0033-9164		1962-05	1	1	1975-08	13	10	https://archive.org/details/pub_ramparts		pub_ramparts		fulltext		Ramparts Magazine Inc	serial								F	1086633270
Ranch and Rural Living 1950-2015	1084-5402		1950-10	31	1	2014-09	95	12	https://archive.org/details/pub_ranch-and-rural-living		pub_ranch-and-rural-living		fulltext		Ranch and Rural Living Magazine	serial								F	25291605
The Rand Journal of Economics 1970-2014	0741-6261		1970-03	1	1	2014-12	45	4	https://archive.org/details/pub_rand-journal-of-economics		pub_rand-journal-of-economics		fulltext		Rand Corporation	serial								F	10187004
Random Structures & Algorithms 1990-1996	1042-9832		1990-03	1	1	1996-12	9	4	https://archive.org/details/pub_random-structures-algorithms		pub_random-structures-algorithms		fulltext		John Wiley & Sons, Inc.	serial								F	19275021
Range Management & Agroforestry	0971-2070		1990-06	11	1	2000-06	21	1	https://archive.org/details/pub_range-management-agroforestry		pub_range-management-agroforestry		fulltext		Range Management Society of India	serial								F	
Rangeland Ecology and Management 1948-2014	1550-7424		1972-01	25	1	2014-11	67	6	https://archive.org/details/pub_rangeland-ecology-and-management		pub_rangeland-ecology-and-management		fulltext		Elsevier Limited	serial								F	55602835
The Rangeland Journal	1036-9872		1987-01	9	1	1998-01	20	1	https://archive.org/details/pub_rangeland-journal		pub_rangeland-journal		fulltext		C S I R O Publishing	serial								F	
Rangelands 1979-2005	0190-0528		1979-02	1	1	2005-01	26	7	https://archive.org/details/pub_rangelands		pub_rangelands		fulltext		Elsevier Limited	serial								F	4630355
Ranger Rick 1967-2001	0738-6656		1967-01	1	1	2001-12	35	12	https://archive.org/details/pub_ranger-rick		pub_ranger-rick		fulltext		National Wildlife Federation	serial								F	9542474
Canola Digest	0715-3651		1972-01	6	1	1973-12	7	12	https://archive.org/details/pub_rapeseed-digest		pub_rapeseed-digest		fulltext		Canola Council of Canada	serial								F	1080354255
Rapid Communications in Mass Spectrometry: RCM 1987-1995	0951-4198		1987-05	1	1	1995-01	9	9	https://archive.org/details/pub_rapid-communications-in-mass-spectrometry-rcm		pub_rapid-communications-in-mass-spectrometry-rcm		fulltext		John Wiley & Sons, Inc.	serial								F	16180039
Rapport d'Activité - CENRADERU			1976-01			1993-01		8-B	https://archive.org/details/pub_rapport-activite-cenraderu		pub_rapport-activite-cenraderu		fulltext		Centre National de Recherches Appliquées au Développement Rural de Madagascar	serial								F	7558200
Rapport Annuel. IRAT Reunion	0373-1693		1974-01			1989-01			https://archive.org/details/pub_rapport-annuel-irat-reunion		pub_rapport-annuel-irat-reunion		fulltext		Institut de Recherches Agronomiques Tropicales et des Cultures Vivriéres(IRAT)	serial								F	70723242
Rapport Annuel pour l'Exercice - Institut National pour l'étude agronomique du Congo Belge	2033-8821		1937-01			1958-01			https://archive.org/details/pub_rapport-annuel-pour-lexercice-ineac		pub_rapport-annuel-pour-lexercice-ineac		fulltext		Institut National pour l'étude agronomique du Congo Belge	serial								F	7508756
Rapport Annuel Institut pour la Recherche Scientifique en Afrique Centrale	0537-8370		1948-01			1959-01			https://archive.org/details/pub_rapport-annuel-recherche-scientifique-afrique-centrale		pub_rapport-annuel-recherche-scientifique-afrique-centrale		fulltext		Institut pour la Recherche Scientifique en Afrique Centrale	serial								F	704155438
Rapport - Sveriges Lantbruksuniversitet, Institutionen för Virkeslära	0348-4599		1964-01		48	1983-01		148	https://archive.org/details/pub_rapport-slu-institutionen-for-virkeslara		pub_rapport-slu-institutionen-for-virkeslara		fulltext		Sveriges Lantbruksuniversitet 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Institutionen foer Virkeslaera	serial								F	
RAPRA Abstracts 1983-1992	0033-6750		1983-01	20	1	1992-12	29	12	https://archive.org/details/pub_rapra-abstracts		pub_rapra-abstracts		fulltext		ELSEVIER LTD.	serial								F	977542382
Rapra Review Reports 1987-1992	0889-3144		1987-01	1	1	1992-01	5	9	https://archive.org/details/pub_rapra-review-reports		pub_rapra-review-reports		fulltext			serial								F	1027907847
Raritan 1990-2012	0275-1607		1990-06	10	1	2013-12	21	3	https://archive.org/details/pub_raritan		pub_raritan		fulltext		Rutgers University	serial								F	7087821
Rassegna di filosofia	0486-025X		1952-01	1	none	1957-01	6	none	https://archive.org/details/pub_rassegna-di-filosofia		pub_rassegna-di-filosofia		fulltext		Universale di Roma	serial								F	1773517
Rassegna di Letteratura Tomistica	0557-6857		1995-01	28		1996-01	29		https://archive.org/details/pub_rassegna-di-letteratura-tomistica		pub_rassegna-di-letteratura-tomistica		fulltext		Edizioni Domenicane Italiane	serial								F	1537791
Rassegna di Teologia	0033-9644		1977-01	18	1	2016-01	57		https://archive.org/details/pub_rassegna-di-teologia		pub_rassegna-di-teologia		fulltext		Pontificia Facolta Teologica dell'Italia Meridionale	serial								F	9209957
Rassegna Internazionale Di Clinica E Terapia 1979	0033-9695		1979-01	59	1	1979-12	59	24	https://archive.org/details/pub_rassegna-internazionale-di-clinica-e-terapia		pub_rassegna-internazionale-di-clinica-e-terapia		fulltext		Rassegna Internazionale di Clinica	serial								F	924517024
Rassegna Storica del Risorgimento	0033-9873		1971-01	58	1	1989-10	26	4	https://archive.org/details/pub_rassegna-storica-del-risorgimento		pub_rassegna-storica-del-risorgimento		fulltext		Istituto per la Storia del Risorgimento Italiano	serial								F	
Rassegna Storica Toscana	0033-9881		1973-01	19	1	1996-07	42	2	https://archive.org/details/pub_rassegna-storica-toscana		pub_rassegna-storica-toscana		fulltext		Casa Editrice Leo S. Olschki	serial								F	
Растителна защита = Plant Protection	0483-9854		1954-01	3	2	1961-01		5	https://archive.org/details/pub_rastitelna-zashtita		pub_rastitelna-zashtita		fulltext		Ministerstvo na zemedelieto i khranitelna promishlenost	serial								F	214287508
Растителна Защита = Plant Protection	2367-5381		1961-01		6	1984-01	32	7	https://archive.org/details/pub_rastitelna-zasita		pub_rastitelna-zasita		fulltext		Phytomedica B	serial								F	214287508
Ratio 1957-2012	0034-0006		1957-01	1		2012-12	25	4	https://archive.org/details/pub_ratio		pub_ratio		fulltext		Wiley Subscription Services, Inc.	serial								F	1497450
Rational Drug Therapy	0031-7020		1977-01	11	1	1981-12	15	12	https://archive.org/details/pub_rational-drug-therapy		pub_rational-drug-therapy		fulltext			serial								F	1763460
Rational Living 1966-1982	0034-0049		1966-01	1	2	1982-09	17	2	https://archive.org/details/pub_rational-living		pub_rational-living		fulltext		Albert Ellis Institute	serial								F	1068151593
Rationality and Society 1989-2007	1043-4631		1989-07	1	1	2007-11	19	4	https://archive.org/details/pub_rationality-and-society		pub_rationality-and-society		fulltext		Sage Publications Ltd.	serial								F	19467922
Rattle Magazine	1097-2900		1998-06	4	1	2020-12	26	4	https://archive.org/details/pub_rattle-1995		pub_rattle-1995		fulltext		Frieda C. Fox Family Foundation	serial								F	36334564
RBER, Review of Business and Economic Research 1965-1991	0362-7985		1965-09	1	1	1991-03	26	2	https://archive.org/details/pub_rber-review-of-business-and-economic-research		pub_rber-review-of-business-and-economic-research		fulltext		Business and Economic Research	serial								F	2255882
RCA Review 1936-1986	0033-6831		1965-03	26	1	1986-12	47	4	https://archive.org/details/pub_rca-review		pub_rca-review		fulltext		General Electric Company	serial								F	1853529
RCDA: Religion in Communist Dominated Areas 1985-1995	0361-1086		1962-01	1		2002-01	41	4	https://archive.org/details/pub_rcda-religion-in-communist-dominated-areas		pub_rcda-religion-in-communist-dominated-areas		fulltext		Research Center for Religion and Human	serial								F	781901117
Religious Coalition for Reproductive Choice : [newsletter]			1994-03	21	1	1994-06	21	2	https://archive.org/details/pub_rcpc-newsletter		pub_rcpc-newsletter		fulltext		Religious Coalition for Reproductive Choice	serial								F	18409723
R & D Management Digest 1977-1989	0361-753X		1977-07	7	1	1989-07	19	1	https://archive.org/details/pub_rd-management-digest		pub_rd-management-digest		fulltext		Lomond Publications Inc	serial								F	797573091
RD; Research Development 1950-1978	0034-5199		1967-01	18	1	1978-02	29	2	https://archive.org/details/pub_rd-research-development		pub_rd-research-development		fulltext		Reed Business Information US	serial								F	1607455
RE:view 1969-2007	0899-1510		1969-03	1	1	2008-12	39	4	https://archive.org/details/pub_re-view		pub_re-view		fulltext		Kirkpatrick Jordon Foundation	serial								F	18008651
Reach Out			1971-05	1	1	1971-09	1	4	https://archive.org/details/pub_reach-out		pub_reach-out		fulltext		The New Detroit Daughters of Bilitis	serial								F	2266772
Reaction Kinetics and Catalysis Letters (Soobshcheniia Po Kinetike i Katalizu) 1974-1994	0304-4122		1985-01	27	1	1994-11	53	2	https://archive.org/details/pub_reaction-kinetics-and-catalysis-letters		pub_reaction-kinetics-and-catalysis-letters		fulltext		DO NOTE SELL _ FILM MASTER ONLY	serial								F	1139083564
Reactions 2006	0953-5640		2006-01	26	SUPPLEMENT	2006-12	26	10	https://archive.org/details/pub_reactions		pub_reactions		fulltext		Euromoney Institutional Investor PLC	serial								F	9386493
Reactive & Functional Polymers 2006	1381-5148		2006-01	66	1	2006-12	66	12	https://archive.org/details/pub_reactive-functional-polymers		pub_reactive-functional-polymers		fulltext		ELSEVIER LTD.	serial								F	1118099760
Reactor Fuel Processing 1958-1966	0486-0756		1958-02	1	1	1966-09	9	4	https://archive.org/details/pub_reactor-fuel-processing		pub_reactor-fuel-processing		fulltext		Superintendent of Government Documents	serial								F	1773299
Reactor Materials 1958-1970			1958-01	1-3	Index	1970-09	13	3	https://archive.org/details/pub_reactor-materials		pub_reactor-materials		fulltext		Superintendent of Government Documents	serial								F	
Reactor Technology 1957-1972	0034-0332		1957-12	1	1	1972-12	15	4	https://archive.org/details/pub_reactor-technology		pub_reactor-technology		fulltext		Superintendent of Government Documents	serial								F	630198711
Read 1951-1982	0034-0359		1969-09	19	1	1982-05	31	18	https://archive.org/details/pub_read		pub_read		fulltext		Scholastic Inc.	serial								F	909906700
The Reader 1902-1908			1902-11	1	1	1908-02	11	3	https://archive.org/details/pub_reader		pub_reader		fulltext		Open Court Publishing Co	serial								F	
Reader: a Review of Literature, Science, and Art 1863-1867			1863-01	1	1	1867-01	7	211	https://archive.org/details/pub_reader-a-review-of-literature-science-and-art		pub_reader-a-review-of-literature-science-and-art		fulltext		Open Court Publishing Co	serial								F	
Reader; Chicago's Free Weekly 1971-2014	1096-6919		1971-10	1	1	2015-03	44	26	https://archive.org/details/pub_reader-chicagos-free-weekly		pub_reader-chicagos-free-weekly		fulltext		Chicago Reader Inc	serial								F	847000178
Reader's Digest 1922-2015	0034-0375		1922-02	1	1	2014-12	184	1106	https://archive.org/details/pub_readers-digest		pub_readers-digest		fulltext		Reader's Digest Association, Inc.	serial								F	1763471
Reader's Digest Almanac and Yearbook	0079-9831		1966-01		none	1966-01		none	https://archive.org/details/pub_readers-digest-almanac-and-yearbook		pub_readers-digest-almanac-and-yearbook		fulltext		Reader's Digest Association, Inc	serial								F	
Reader's Digest (Canada) 1973-2008	0034-0413		1973-01	102	609	2007-12	171	1028	https://archive.org/details/pub_readers-digest-canada		pub_readers-digest-canada		fulltext		Reader's Digest Association Ltd.	serial								F	2075921
Reader's Digest 1976-1990	0034-0405		1976-01	108	645	1990-12	137	824	https://archive.org/details/pub_readers-digest-uk		pub_readers-digest-uk		fulltext		Reader's Digest Association Limited	serial								F	1064815646
Readers' Guide to Periodical Literature	0034-0464		1984-01	43		2005-01	65		https://archive.org/details/pub_readers-guide-to-periodical-literature		pub_readers-guide-to-periodical-literature		fulltext		Grey House Publishing	serial								F	5855603
Readex			1982-01		none	1985-01		none	https://archive.org/details/pub_readex		pub_readex		fulltext		Newsbank, Inc.	serial								F	
Reading and Writing 1989-2015	0922-4777		1989-01	1	1	2014-10	27	9	https://archive.org/details/pub_reading-and-writing		pub_reading-and-writing		fulltext		Springer Science & Business Media	serial								F	20068809
Reading Between the Lines	1071-3611		1993-01	1	1	2017-10	24	6	https://archive.org/details/pub_reading-between-the-lines		pub_reading-between-the-lines		fulltext		The Educational Center	serial								F	28626347
Reading Horizons 1960-2014	0034-0502		1960-03	1		2014-12	53	4	https://archive.org/details/pub_reading-horizons		pub_reading-horizons		fulltext		Western Michigan University	serial								F	939134070
Reading Improvement 1963-2014	0034-0510		1963-09	1	1	2014-12	51	4	https://archive.org/details/pub_reading-improvement		pub_reading-improvement		fulltext		Project Innovation, Inc.	serial								F	979626085
Reading Newsreport 1967-1973	0034-0537		1967-10	2	1	1973-05	7	7	https://archive.org/details/pub_reading-newsreport		pub_reading-newsreport		fulltext		Multi-Media Education, Inc.	serial								F	17310086
Reading Psychology 1979-2013	0270-2711		1979-09	1	1	2013-01	35	1-8	https://archive.org/details/pub_reading-psychology		pub_reading-psychology		fulltext		Taylor & Francis Ltd	serial								F	5874107
Reading Quarterly	0034-0545		1969-09	3	1	1972-12	5	1	https://archive.org/details/pub_reading-quarterly		pub_reading-quarterly		fulltext		Pittsburg State University 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Department of Curriculum and Administration	serial								F	
Reading Research Quarterly 1965-2015	0034-0553		1965-03	1	3	2014-10	49	4	https://archive.org/details/pub_reading-research-quarterly		pub_reading-research-quarterly		fulltext		Blackwell Publishing Ltd.	serial								F	960785104
The Reading Teacher 1948-2015	0034-0561		1948-11	1	1	2015-05	68	8	https://archive.org/details/pub_reading-teacher		pub_reading-teacher		fulltext		Blackwell Publishing Ltd.	serial								F	1681346
Reading Today 1995-2011	0149-1490		1995-08	13	1	2012-06	29	6	https://archive.org/details/pub_reading-today		pub_reading-today		fulltext		International Reading Association	serial								F	3450709
Reading & Writing Quarterly 1984-2014	1057-3569		1984-09	1	1	2014-10	30	4	https://archive.org/details/pub_reading-writing-quarterly		pub_reading-writing-quarterly		fulltext		Taylor & Francis Ltd.	serial								F	24020427
Readings on Equal Education	0270-1448		1976-01	27		2009-01	16		https://archive.org/details/pub_readings-on-equal-education		pub_readings-on-equal-education		fulltext		A M S Press, Inc.	serial								F	
Real Academia Espanola. Boletin	0210-4822		1966-01	46	none	1999-09	79	278	https://archive.org/details/pub_real-academia-espanola-boletin		pub_real-academia-espanola-boletin		fulltext		Real Academia Espanola	serial								F	
Real Estate Accounting & Taxation 1986-1993	0897-0262		1986-03	1	1	1993-12	7	4	https://archive.org/details/pub_real-estate-accounting-taxation		pub_real-estate-accounting-taxation		fulltext		Thomson Reuters (Tax & Accounting) Inc	serial								F	1070912079
The Real Estate Analyst 1932-1974			1932-03	1		1985-01	33	SUPPLEMENT	https://archive.org/details/pub_real-estate-analyst		pub_real-estate-analyst		fulltext		Roy Wenzlick, Phd.	serial								F	1632639
Real Estate Appraiser 1988-1992	1061-8511		1988-03	54	1	1992-12	58	3	https://archive.org/details/pub_real-estate-appraiser		pub_real-estate-appraiser		fulltext		Appraisal Institute	serial								F	24038585
Real Estate Economics 1973-2006	1080-8620		1973-06	1	1	2006-12	34	4	https://archive.org/details/pub_real-estate-economics		pub_real-estate-economics		fulltext		Blackwell Publishing Ltd.	serial								F	31915032
Real Estate Finance 1997-2002	0748-318X		1997-03	14	1	2003-04	19	6	https://archive.org/details/pub_real-estate-finance		pub_real-estate-finance		fulltext		Aspen Publishers, Inc.	serial								F	10755820
Real Estate Finance Journal 1985-1995	0898-0209		1985-06	1	1	1995-12	10	3	https://archive.org/details/pub_real-estate-finance-journal		pub_real-estate-finance-journal		fulltext			serial								F	12398653
Real Estate Issues 1983-2004	0146-0595		1983-03	8	1	2004-12	29	4	https://archive.org/details/pub_real-estate-issues		pub_real-estate-issues		fulltext		Counselors of Real Estate, The	serial								F	2851239
Real Estate Law Digest			1976-01			1980-01		SUPPLEMENT	https://archive.org/details/pub_real-estate-law-digest		pub_real-estate-law-digest		fulltext			serial								F	
Real Estate Law Journal	0048-6868		1972-06	1	1	2004-03	32	4	https://archive.org/details/pub_real-estate-law-journal		pub_real-estate-law-journal		fulltext			serial								F	818988705
Real Estate Newsletter 1989-1991	0821-6541		1989-03			1991-12			https://archive.org/details/pub_real-estate-newsletter		pub_real-estate-newsletter		fulltext		Coopers & Lybrand - NY	serial								F	1080709530
Real Estate Review	0034-0790		1971-03	1	1	2004-12	32	4	https://archive.org/details/pub_real-estate-review		pub_real-estate-review		fulltext			serial								F	1696567
Real Estate Taxation 1973-2016	1538-3792		1973-09	1	1	2013-01	40	4	https://archive.org/details/pub_real-estate-taxation		pub_real-estate-taxation		fulltext		Thomson Reuters (Tax & Accounting) Inc	serial								F	938281483
Real Property, Trust, and Estate Law Journal 1990-1999	0034-0855		1990-03	25	1	2000-12	34	4	https://archive.org/details/pub_real-property-trust-and-estate-law-journal		pub_real-property-trust-and-estate-law-journal		fulltext		American Bar Association	serial								F	1713959
Real-Time Systems 1991-2007	0922-6443		1991-03	3	1	2007-12	37	3	https://archive.org/details/pub_real-time-systems		pub_real-time-systems		fulltext		Springer Science & Business Media	serial								F	20501906
Real Women			1971-04			1971-06			https://archive.org/details/pub_real-women		pub_real-women		fulltext		St. Louis Women’s Liberation	serial								F	42317616
The Realist 1967-2000	0034-091X		1967-02		73	2001-03		146	https://archive.org/details/pub_realist		pub_realist		fulltext		Realist Association - Defunct Publisher	serial								F	213513394
Realites 1968-1978	0302-0630		1968-01		264	1978-12		390	https://archive.org/details/pub_realites		pub_realites		fulltext		Top Agency 1	serial								F	924517177
Reality 1979-1991	0034-0987		1979-01	6	1	1991-12	18	12	https://archive.org/details/pub_reality		pub_reality		fulltext		Reality Evangelism	serial								F	931382132
Realtor Magazine 1968-1994	1522-0842		1968-04		1	1994-11	27	10	https://archive.org/details/pub_realtor-magazine		pub_realtor-magazine		fulltext		National Association of Realtors	serial								F	940732911
Reason 1973-2016	0048-6906		1973-03	5	1	2015-04	46	11	https://archive.org/details/pub_reason		pub_reason		fulltext		Reason Foundation	serial								F	828115195
Rebel			1895-09	1	1	1896-03	1	6	https://archive.org/details/pub_rebel		pub_rebel		fulltext		The Rebel Group	serial								F	1436371542
REC News Exchange			1966-01	3	1	1976-11	13	11	https://archive.org/details/pub_rec-news-exchange		pub_rec-news-exchange		fulltext		Reformed Ecumenical Council	serial								F	1906391
Recent Advances in Nursing 1988-1989	0144-6592		1982-01			1990-01		26	https://archive.org/details/pub_recent-advances-in-nursing		pub_recent-advances-in-nursing		fulltext		ELSEVIER LTD.	serial								F	7073965
Recent Research Developments in Microbiology			1997-01	1		2003-01	7	Part 1	https://archive.org/details/pub_recent-research-developments-microbiology		pub_recent-research-developments-microbiology		fulltext		Research Signpost	serial								F	1072066582
Recent Researches in American Music	0147-0078		1997-01			2007-01			https://archive.org/details/pub_recent-researches-in-american-music		pub_recent-researches-in-american-music		fulltext		A-R Editions, Inc.	serial								F	
Recent Researches in the Music of the Baroque Era	0484-0828		1977-01			2009-01			https://archive.org/details/pub_recent-researches-in-the-music-of-the-baroque-era		pub_recent-researches-in-the-music-of-the-baroque-era		fulltext		A-R Editions, Inc.	serial								F	1643860
Recent Researches in the Music of the Renaissance	0486-123X		1989-01			2002-09	2		https://archive.org/details/pub_recent-researches-in-the-music-of-the-renaissance		pub_recent-researches-in-the-music-of-the-renaissance		fulltext		A-R Editions, Inc.	serial								F	
Recessions, Depressions, and Economic Panics in American History: Collection of Sources			1815-08	1		1974-09			https://archive.org/details/pub_recessions-depressions-and-economic-panics-in-us-history		pub_recessions-depressions-and-economic-panics-in-us-history		fulltext		University Publications of America	serial								F	1913002
Recherche Agronomique Suisse	1663-7917		2010-02		2	2019-04		4	https://archive.org/details/pub_recherche-agronomique-suisse		pub_recherche-agronomique-suisse		fulltext		Agroscope Liebefeld-Posieux ALP	serial								F	
Recherches agronomiques : sommaire des résultats	0484-0879		1961-01		7	1979-01		25	https://archive.org/details/pub_recherches-agronomiques		pub_recherches-agronomiques		fulltext		Le Conseil des Recherches et Services Agricoles du Quebec	serial								F	1125288233
Recherches Internationales	0294-3069		1957-01		4	1975-01		85	https://archive.org/details/pub_recherches-internationales		pub_recherches-internationales		fulltext		Association Paul Langevin	serial								F	
