publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	The School Counselor 1953-1997	0036-6536		1953-09	1	1	1997-05	44	5			pub_school-counselor	fulltext		American Counseling Association	0036-6536
serial	The School Guidance Worker 1980-1985	0048-9409		1980-09	36	1	1985-05	40	5			pub_school-guidance-worker	fulltext		University of Toronto - Guidance Center	0048-9409
serial	School Law Bulletin 1976-2005	8755-8297		1976-01			2005-12	32	24			pub_school-law-bulletin	fulltext		Quinlan Publishing Company, Inc.	1544-5011
serial	School Law Bulletin 1977-2008	0886-2508		1977-01	8	1	2008-12	39	1			pub_school-law-bulletin-unc-chapel-hill	fulltext		University of North Carolina-Chapel Hill	0886-2508
serial	School Leadership & Management 1998-2013	1363-2434		1998-02	18	1	2013-11	33	5			pub_school-leadership-management	fulltext		Taylor & Francis Ltd.	1363-2434
serial	School Libraries 1951-1972	0036-6609		1951-09	1	1	1972-12	21	2			pub_school-libraries	fulltext		American Library Association	0036-6609
serial	School Library Journal 1975-2014	0362-8930		1975-01	21	5	2014-12	60	12			pub_school-library-journal	fulltext		Media Source	0362-8930
serial	School Library Monthly 2002-2007	0889-9371		2002-09	19	1	2008-06	24	10			pub_school-library-monthly	fulltext		Libraries Unlimited, Inc.	0889-9371
serial	School Music News 1975-2016	0036-6668		1975-09	39	1	2016-05	79	8			pub_school-music-news	fulltext		New York State School Music Association	0036-6668
serial	The School Musician Director and Teacher 1929-1987	0036-6676		1929-10	1	1	1987-02	58	6			pub_school-musician-director-and-teacher	fulltext		School Musician Director And Teacher	0036-6676
serial	School Planning & Management 1972-2007	1045-3970		1972-01	11	1	2007-12	46	12			pub_school-planning-management	fulltext		1105 Media, Inc.	1045-3970
serial	School Progress 1949-1953	0036-6757		1949-09	18	1	1953-12	22	6			pub_school-progress	fulltext		Maclean Hunter Business Publishing	0036-6757
serial	School Psychology International 2004-2009	0143-0343		2004-02	25	1	2009-12	28	6			pub_school-psychology-international	fulltext		Sage Publications Ltd.	0143-0343
serial	School Psychology Quarterly 1990-2012	1045-3830		1990-03	5	1	2012-12	27	4			pub_school-psychology-quarterly	fulltext		American Psychological Association	1045-3830
serial	School Psychology Review 1972-2014	0279-6015		1972-03	1	2	2014-12	43	4			pub_school-psychology-review	fulltext		National Association of School Psychologists	0279-6015
serial	School Public Relations Journal 1975-2001	0741-3653		1975-08	1	1	2001-01	22	4			pub_school-public-relations-journal	fulltext		Rowman & Littlefield Publishers, Inc.	0741-3653
serial	School Science and Mathematics 1901-2016	0036-6803		1901-01			2014-12	114	8			pub_school-science-and-mathematics	fulltext		Blackwell Publishing Ltd.	0036-6803
serial	School Science Review 1976-2010	0036-6811		1976-09	58	202	2010-06	91	4			pub_school-science-review	fulltext		Association for Science Education	0036-6811
serial	School Social Work Journal 1979-2016	0161-5653		1979-09	4	1	2014-06	38	2			pub_school-social-work-journal	fulltext		Lyceum Books, Inc.	0161-5653
serial	School Social Work Quarterly	0161-7400		1979-03	1	1	1979-12	1	4			pub_school-social-work-quarterly	fulltext		Haworth Press, Inc.	0161-7400
serial	Schriften der Katholischen Akademie in Bayern	0938-6815		1963-01			1963-01					pub_schriften-der-katholischen-akademie-in-bayern	fulltext		Patmos Verlag	0938-6815
serial	Schriften der Monumenta Germaniae Historica	0080-6951		1992-01			2002-01	43				pub_schriften-der-monumenta-germaniae-historica	fulltext		Harrassowitz Verlag	0080-6951
serial	Schriftenreihe der Bundeszentrale für Politische Bildung	0435-7604		1986-01			2006-01					pub_schriftenreihe-der-bundeszentrale-fur-politische-bildung	fulltext		Bundeszentrale fuer Politische Bildung	0435-7604
serial	Schriftenreihe des Seminars für Ländliche Entwicklung	1433-4585		1994-01			1997-12	2	176			pub_schriftenreihe-des-seminars-fur-landliche-entwicklung	fulltext		Humboldt-Universität zu Berlin Seminar für Ländliche Entwicklung	1433-4585
serial	Schwann	0893-0449		1975-01	27	1	1986-06	38	6			pub_schwann	fulltext		Schwann Publications	0893-0449
serial	Schwann-2, Record & Tape Guide	0271-5783		1964-09		1	1980-09		33			pub_schwann-2-record-tape-guide	fulltext		Schwann Publications	0271-5783
serial	Schweissen und Schneiden 1973-1980	0036-7184		1973-01	25	1	1980-12	32	12			pub_schweissen-und-schneiden	fulltext		Deutscher Verlag Fuer Schweisstechnik	0036-7184
serial	Schweizer Archiv fuer Neurologie, Neurochirurgie und Psychiatrie 1973-1982	0036-7273		1973-01	112	1	1982-01	131	2			pub_schweizer-archiv-fuer-neurologie-neurochirurgie-und-psychiatrie	fulltext		Orell Füssli	0036-7273
serial	Schweizer Maschinenmarkt 1980	0036-7397		1980-01	80	1	1980-12	80	53			pub_schweizer-maschinenmarkt	fulltext		Hudson-fachpresse Hudson And Company	0036-7397
serial	Schweizer Monatshefte 1977-1998	0036-7400		1899-01	72	Special Issue	1998-12	78	12			pub_schweizer-monatshefte	fulltext		Gesellschaft Schweizer Monatshefte	0036-7400
serial	Schweizerische Mineralogische und Petrographische Mitteilungen	0036-7699		1956-01	36	1	1992-01	72	3			pub_schweizerische-mineralogische-und-petrographische	fulltext		Staeubli Verlag AG	0036-7699
serial	Schweizerische Zeitschrift für Pilzkunde	0373-2959		1940-04	58	4	1995-04	73	4			pub_schweizerische-zeitschrift-fur-pilzkunde	fulltext		Verband Schweizerischer Vereine für Pilzkunde	0373-2959
serial	Schweizerische Zeitschrift fuer Volkswirtschaft und Statistik	0303-9692		1967-03	103	1	1993-12	129	4			pub_schweizerische-zeitschrift-volkswirtschaft-statistik	fulltext		Schweizerische Gesellschaft fuer Statistik und Volkswirtschaft	0303-9692
serial	Sci-Tech News 1946-2015	0036-8059		1946-09	1	1	2014-01	68	4			pub_sci-tech-news	fulltext		Special Libraries Association	0036-8059
serial	Science 1883-2016	0036-8075		1883-02	1	1	2015-12	350	6267			pub_science	fulltext		The American Association for the Advancement of Science	0036-8075
serial	Science 1979-1986	0193-4511		1979-11	1	1	1986-07	7	6			pub_science-1979	fulltext		AAAS	0193-4511
serial	Science: A Weekly Record of Scientific Progress 1880-1881	0036-8075		1880-07	1		1881-12	2				pub_science-a-weekly-record-of-scientific-progress	fulltext		Out-of-copyright	0036-8075
serial	Science Abstracts, Series B (Electrical and Electronics Abstracts)	0036-8105		1960-01	63	745	2001-10					pub_science-abstracts-series-electrical-and-electronics-abstracts	fulltext			0036-8105
serial	Science Activities 1969-2015	0036-8121		1969-06	1	1	2015-01	52	4			pub_science-activities	fulltext		Taylor & Francis Inc.	0036-8121
serial	Science Affairs 1972-1976	0036-813X		1972-03	6	1	1976-01	9	3			pub_science-affairs	fulltext		Science Affairs	0036-813X
serial	Science and Archaeology	0586-9668		1970-01		1	1991-01		33			pub_science-and-archaeology	fulltext		Research Centre for Computer Archaeology	0586-9668
serial	Science and Children 1963-2016	0036-8148		1963-09	1	1	2016-06	53	9			pub_science-and-children	fulltext		National Science Teachers Association	0036-8148
serial	Science and Culture	0036-8156		1963-07		7	1963-07		7			pub_science-and-culture	fulltext		Indian Science News Association	0036-8156
serial	Science & Education 1992-2014	0926-7220		1992-01	1	1	2012-10	21	10			pub_science-and-education	fulltext		Springer Science & Business Media	0926-7220
serial	Science and Government Report 1973-1996	0048-9581		1973-01	3	1	1996-12	26	20			pub_science-and-government-report	fulltext		Science & Government Report Inc.	0048-9581
serial	Science and Technology Series	0278-4017		1968-01		73	1992-01	81				pub_science-and-technology-series	fulltext		Univelt, Inc.	0278-4017
serial	Science Annual : a modern science anthology for the family	0742-7514		1993-01			2001-01					pub_science-annual-a-modern-science-anthology-for-the-family	fulltext		Grolier Incorporated	0742-7514
serial	Science as Culture	0950-5431		1987-01		1	2007-12	16	4			pub_science-as-culture	fulltext		Taylor & Francis Inc.	0950-5431
serial	Science Books & Films. [Filmed From the Online Edition] 1965-2014	1533-5046		1969-05	5	1	1975-03	10	4			pub_science-books-films-filmed-from-the-online-edition	fulltext		AAAS	1533-5046
serial	Science & Christian Belief 1989-2004	0954-4194		1958-12	91	2-3	2004-10	16	2			pub_science-christian-belief	fulltext		PATERNOSTER PUBLISHING	0954-4194
serial	Science Citation Index	0036-827X		1961-01		Part 1	2001-01		none			pub_science-citation-index	fulltext		Philadelphia Institute for Public Information	0036-827X
serial	Science Communication 1983-2010	1075-5470		1979-09	1	1	2010-12	32	4			pub_science-communication	fulltext		SAGE PUBLICATIONS, INC.	1075-5470
serial	Science Digest 1937-1990	0036-8296		1937-01	1	1	1990-04	3	2			pub_science-digest	fulltext		Family Media, Inc.	0036-8296
serial	Science Dimension 1978-1986	0036-830X		1978-01	10	1	1986-10	17	1			pub_science-dimension	fulltext		Canadian Science Publishing/NRC Research Press	0036-830X
serial	Science Education 1916-2014	0036-8326		1916-11	1	1	2014-11	98	6			pub_science-education	fulltext		Wiley Periodicals Inc.	0036-8326
serial	Science et Esprit	0316-5345		1968-01	20		2016-01	68				pub_science-et-esprit	fulltext		College Universitaire Dominicain	0316-5345
serial	Science Fiction Review 1973-1986	0036-8377		1973-01	2	1	1986-12	15	61			pub_science-fiction-review	fulltext		Richard E. Geis	0036-8377
serial	Science for the People 1975-1989	0048-9662		1975-01	7	1	1989-05	21	2			pub_science-for-the-people	fulltext		Science For The People	0048-9662
serial	Science in China, Series A: Mathematics, Physics, Astronomy & Technological Sciences 1990-1994	1001-6511		1986-01	29	1	1994-12	37	12			pub_science-in-china-series-a-mathematics-physics-astronomy	fulltext		Springer Science & Business Media	1001-6511
serial	Science in China, Series B: Chemistry, Life Sciences & Earth Sciences 1990-1994	1001-652X		1990-01	33	1	1994-12	37	12			pub_science-in-china-series-b-chemistry-life-sciences-earth	fulltext		Springer Science & Business Media	1001-652X
serial	Science in Context 1987-2006	0269-8897		1987-03	1	1	2006-12	19	4			pub_science-in-context	fulltext		Cambridge University Press	0269-8897
serial	Science Journal 1965	0582-2092		1965-03	1	1	1971-01	7	1			pub_science-journal	fulltext		IPC Business Press	0582-2092
serial	Science News 1959	0269-316X		1959-01		51	1959-01		54			pub_science-news-uk	fulltext		Penguin Books Ltd	0269-316X
serial	Science News 1922-2016	0036-8423		1922-09	1	76	2014-12	186	13			pub_science-news-us	fulltext		Society for Science & the Public	0036-8423
serial	Science of Computer Programming 1981-2002	0167-6423		1985-02	5	1	2002-11	45	2-3			pub_science-of-computer-programming	fulltext		ELSEVIER LTD.	0167-6423
serial	The Science of Diabetes Self-Management and Care	2635-0106		1984-01	10	Special Issue	2007-11	33	6			pub_science-of-diabetes-self-management-and-care	fulltext		SAGE PUBLICATIONS, INC.	2635-0106
serial	Science of Light 1951-1976	0080-7583		1951-01	1	1	1976-12	25	2			pub_science-of-light	fulltext		Kyoiku University	0080-7583
serial	Science of Religion	0165-8794		1998-01	23	1	2003-01	28	1-2			pub_science-of-religion	fulltext		Brill	0165-8794
serial	Science of the Times	0275-2034		1981-01			1982-01					pub_science-of-the-times	fulltext		Arno Press	0275-2034
serial	The Science of the Total Environment 1972-1996	0048-9697		1979-12	13	3	1996-10	189-190	1-6			pub_science-of-the-total-environment	fulltext		ELSEVIER LTD.	0048-9697
serial	Science Policy Reviews 1967-1972	0090-0885		1967-10	1	1	1972-01	5	4			pub_science-policy-reviews	fulltext		Battelle Memorial Institute	0090-0885
serial	Science Progress 1894-2004	0036-8504		1894-03	1	1	2004-01	87	4			pub_science-progress	fulltext		Science Reviews 2000 Ltd	0036-8504
serial	Science Scope 1985-2014	0887-2376		2009-09	33	1	2014-06	37	9			pub_science-scope	fulltext		National Science Teachers Association	0887-2376
serial	Science & Society 1936-2016	0036-8237		1936-03	1	3	2014-10	78	4			pub_science-society	fulltext		Guilford Publications, Inc.	0036-8237
serial	The Science Teacher 1934-2015	0036-8555		1934-02	1	1	2015-12	82	9			pub_science-teacher	fulltext		National Science Teachers Association	0036-8555
serial	Science, Technology & Human Values 1979-2015	0162-2439		1979-09	5	29	2014-11	39	6			pub_science-technology-human-values	fulltext		SAGE PUBLICATIONS, INC.	0162-2439
serial	Science & Technology Libraries	0194-262X		1980-09	1	1	2008-01	28	4			pub_science-technology-libraries	fulltext		Taylor & Francis Inc.	0194-262X
serial	Science Trends 1958-1994	0043-0749		1958-09	1	1	1995-07	68	21			pub_science-trends	fulltext		Trends Publishing Inc	0043-0749
serial	Science World 1958-2012	1041-1410		1958-09	4	1	2012-05	68	14			pub_science-world	fulltext		Scholastic Inc.	1041-1410
serial	Scienceland 1988-1989	0147-3654		1988-09	12	92	1990-05	13	107			pub_scienceland	fulltext		Scienceland, Inc.	0147-3654
serial	Sciences 1961-2001	0036-861X		1961-06	1	1	2001-03	41	2			pub_sciences	fulltext		New York Academy of Sciences	0036-861X
serial	Sciences de la terre (Nancy)	0371-3431		1969-01	14	1	1969-01	14	4			pub_sciences-de-la-terre-1953	fulltext		Fondation scientifique de la géologie et de ses applications	0371-3431
serial	Institut Royal des Sciences Naturelles de Belgique. Biologie. Bulletin	0374-6429		1975-09	51	1	1982-01	54	5			pub_sciences-naturelles-de-belgique-biologie	fulltext		Koninklijk Belgisch Instituut voor Natuurwetenschappen	0374-6429
serial	Sciences pour la Communication	0933-6079		1997-01			2000-01					pub_sciences-pour-la-communication	fulltext		Peter Lang AG	0933-6079
serial	Scientia	0036-8687		1967-01	102	656-657	1986-01	121	1-4			pub_scientia	fulltext		Scientia	0036-8687
serial	Scientia Danica. Series M, Mathematica et Physica	1904-5514		1968-01	37	1	1976-01	39	9			pub_scientia-danica-series-m-mathematica-et-physica	fulltext		Det Kongelige Danske Videnskabernes Selskab	1904-5514
serial	Scientia Electrica	0036-8695		1960-01	6	1	1977-01	23	4			pub_scientia-electrica	fulltext		Birkhaeuser Verlag AG	0036-8695
serial	Scientia Horticulturae 1973-1997	0304-4238		1984-10	24	1	1998-05	74	4			pub_scientia-horticulturae	fulltext		ELSEVIER LTD.	0304-4238
serial	Scientia Marina	0214-8358		1973-02	37	1	1984-12	48	3			pub_scientia-marina	fulltext		Consejo Superior de Investigaciones Cientificas (C S I C) 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Departamento de Publicaciones	0214-8358
serial	Scientific American 1845-2014	0036-8733		1845-08	1	1	2014-12	211	6			pub_scientific-american	fulltext		Nature America, Inc.	0036-8733
serial	Scientific and Technical Aerospace Reports 1963-1995	0036-8741		1963-01	1	1	1995-12	33	12			pub_scientific-and-technical-aerospace-reports	fulltext		Superintendent of Government Documents	0036-8741
serial	Scientific Computing World	1356-7853		2016-08		149	2021-12		174			pub_scientific-computing-world	fulltext		Europa Science Ltd.	1356-7853
serial	Scientific Meetings 1957-2009	0487-8965		1957-03	1	1	2009-10	53	4			pub_scientific-meetings	fulltext		Scientific Meetings Publications	0487-8965
serial	The Scientific Monthly 1915-1957	0096-3771		1915-10	1	1	1957-12	85	6			pub_scientific-monthly	fulltext		American Association for the Advancement of Science	0096-3771
serial	Scientific Proceedings of the Royal Dublin Society. Series A	0080-4339		1916-03	15	7	1977-01	6	4			pub_scientific-proceedings-of-the-royal-dublin-soc-series-a	fulltext		Royal Dublin Society	0080-4339
serial	Scientific Publications - Freshwater Biological Association	0367-1887		1977-12			2010-01					pub_scientific-publications-fba	fulltext		Freshwater Biological Association	0367-1887
serial	Okayama Daigaku Nogakubu Gakujutsu Hokoku = Scientific Reports of the Faculty of Agriculture, Okayama University	0474-0254		1953-03	28	2	2011-02		100			pub_scientific-reports-faculty-of-agriculture-okayama-uni	fulltext		Okayama Daigaku 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Nogakubu	0474-0254
serial	Scientific Research 1966-1969	0582-2521		1966-01	1	1	1969-12	4	26			pub_scientific-research	fulltext		The McGraw-Hill Companies, Inc.	0582-2521
serial	Scientific Serials Review. Biomedicine. 1985-1986	0884-8319		1985-12	1	1	1986-09	1	4			pub_scientific-serials-review-biomedicine	fulltext			0884-8319
serial	The Scientist 1986-2014	0890-3670		1986-10	1	1	2014-12	28	12			pub_scientist	fulltext		LabX Media Group	0890-3670
serial	Scientometrics 1979-1997	0138-9130		1985-01	7	1-2	1997-11	40	3			pub_scientometrics	fulltext		ELSEVIER LTD.	0138-9130
serial	Scottish Bibliographies Online	0143-571X		1981-01			1988-01	9				pub_scottish-bibliographies-online	fulltext		National Library of Scotland	0143-571X
serial	Scottish Crop Research Institute Annual Report	0263-7200		1981-01			1992-01					pub_scottish-crop-research-annual-report	fulltext		Scottish Crop Research Institute	0263-7200
serial	Scottish Geographical Journal 1953-2011	1470-2541		1938-01	54	1	2011-12	127	4			pub_scottish-geographical-journal	fulltext		Taylor & Francis Ltd	1470-2541
serial	The Scottish Historical Review 1903-1991	0036-9241		1903-10	1	1	1991-10	70	190			pub_scottish-historical-review	fulltext		Scottish Historical Review Trust	0036-9241
serial	Scottish Journal of Political Economy 1989-2006	0036-9292		1954-03	1		2006-11	53	5			pub_scottish-journal-of-political-economy	fulltext		Wiley Subscription Services, Inc.	0036-9292
serial	The Scottish Journal of Religious Studies 1989-1992	0143-8301		1980-01	1		1999-01	20				pub_scottish-journal-of-religious-studies	fulltext		Taylor & Francis Ltd	0143-8301
serial	Scottish Journal of Theology	0036-9306		1948-01	1		2018-01	71	1-4			pub_scottish-journal-of-theology	fulltext		Cambridge University Press	0036-9306
serial	Scottish Libraries 1970-1991	0950-0189		1970-01		95	1991-11		30			pub_scottish-libraries	fulltext		Chartered Institute of Library &	0950-0189
serial	Scottish Literary Review	1756-5634		1970-10	1	1	1998-11	25	2			pub_scottish-literary-review	fulltext		The Association for Scottish Literary Studies	1756-5634
serial	Scottish Studies	0036-9411		1957-01	1	none	1976-01	20				pub_scottish-studies	fulltext		University Of Edinburgh 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work School of Scottish Studies	0036-9411
serial	Scott's Canadian Sourcebook	1491-7998		1968-01		none	1997-01		none			pub_scotts-canadian-sourcebook	fulltext		Business Information Group	1491-7998
serial	The Scourge 1811	2574-755X		1811-08	1	1	1811-12	1	16			pub_scourge	fulltext		M. Butler	2574-755X
serial	The Scourge and Satirist; or, Literary, Theatrical, and Miscellaneous Magazine 1811-1816	2043-6033		1811-01	1		1816-06	11				pub_scourge-and-satirist-or-literary-theatrical-and-miscellaneous-magazine	fulltext		W.N. Jones	2043-6033
serial	Scouting 1973-2006	0036-9500		1973-01	61	1	2006-11	94	6			pub_scouting	fulltext		Boy Scouts of America	0036-9500
serial	SCP Journal	0883-1300		1977-04	1	1	2016-01	39	3-4			pub_scp-journal	fulltext		Spiritual Counterfeits Project	0883-1300
serial	SCP Newsletter 1985-2003	0883-1319		1982-01	8	1	2016-06	40	4			pub_scp-newsletter	fulltext		Spiritual Counterfeits Project	0883-1319
serial	Screen 1959-2013	0036-9543		1959-10		1	2013-12	54	4			pub_screen	fulltext		Oxford University Press	0036-9543
serial	Screen Actor	1094-317X		1967-01	9	1	1981-12	23	2			pub_screen-actor	fulltext		Screen Actor's Guild	1094-317X
serial	Scribner's Magazine 1887-1939	2152-792X		1887-01	1	1	1939-05	105	5			pub_scribners-magazine	fulltext		Out-of-copyright	2152-792X
serial	Scripta Botanica Belgica	0779-2387		2008-01			2013-01					pub_scripta-botanica-belgica	fulltext		Jardin Botanique National de Belgique	0779-2387
serial	Scripta Materialia 1967-1997	1359-6462		1967-01	1		1997-12	37	12			pub_scripta-materialia	fulltext		ELSEVIER LTD.	1359-6462
serial	Scripta Recenter Edita	0036-9756		1905-06	10	2	1973-01	15	9-10			pub_scripta-recenter-edita	fulltext		World Library Service	0036-9756
serial	Scriptorium	0036-9772		1970-01	24	1	1970-01	24	2			pub_scriptorium	fulltext		Centre d'Etude des Manuscrits	0036-9772
serial	Scripts 1971-1972	0006-5307		1971-11	1	1	1972-08	1	10			pub_scripts	fulltext		Public Theater	0006-5307
